152.3 40 45 55.0 1 111 50 58.0 -1 1372.0
153.3 32 2 51.33 1 96 59 34.13 -1 1280.53
154.3 23 19 47.66 1 82 8 10.26 -1 1189.06
155.3 14 36 44.0 1 67 16 46.4 -1 1097.6
156.3 5 53 40.33 1 52 25 22.53 -1 1006.13
157.3 2 49 23.33 -1 37 33 58.66 -1 914.66
158.3 11 32 27.0 -1 22 42 34.8 -1 823.2
159.3 20 15 30.66 -1 7 51 10.93 -1 731.73
160.3 28 58 34.33 -1 7 0 12.93 1 640.26
161.3 37 41 38.0 -1 21 51 36.8 1 548.8
162.3 46 24 41.66 -1 36 43 0.66 1 457.33
163.3 55 7 45.33 -1 51 34 24.53 1 365.86
164.3 63 50 49.0 -1 66 25 48.4 1 274.4
165.3 72 33 52.66 -1 81 17 12.26 1 182.93
166.3 81 16 56.33 -1 96 8 36.13 1 91.46
167.3 90 0 0.0 -1 111 0 0.0 1 0.0



2 152.21465397478423 -26560898.40962252 -338255.94248974737 -483079.55003540794
5 152.22943075697668 -18216476.04379851 -15658490.232665488 11349043.635470554
8 152.23242857750623 -6080255.965584821 -16892881.938754786 19582904.137457315
15 152.23167600027708 -3164379.210982352 -15129983.276635757 21607855.45856889
18 152.23097353780912 1718976.8667731152 -20524214.800063577 16781860.225640368
21 152.2201373073644 16674752.603900235 -19589752.143764105 6635008.952909685
5 153.22692759211913 -18215845.491581462 -15661181.34176298 11346342.109588731
8 153.23119409703864 -6077676.215291344 -16895413.330698352 19581521.071344852
9 153.21526747547333 17710918.35971535 -17377309.04369411 -9496399.7660179
15 153.23049207556352 -3160536.6566106523 -15130247.508471018 21608232.82073773
18 153.2320640813284 1721699.1393177505 -20522332.459465437 16783883.035740685
21 153.2245770701982 16676000.324858487 -19587661.35335812 6638045.128805633
5 154.22252239110193 -18215215.75729572 -15663866.988928828 11343645.49555793
6 154.2170349554608 4338325.230653997 -18495086.697648425 -18572555.276539613
8 154.22825091607217 -6075100.749844434 -16897940.03434605 19580139.956993792
9 154.22087576998797 17711809.528752252 -17374830.97728348 -9499271.497784
15 154.22785179827088 -3156699.6380672315 -15130511.034678768 21608609.175166056
18 154.23152839082596 1724416.9530217762 -20520452.740262102 16785902.202961292
21 154.22865465658165 16677247.238257796 -19585570.896730527 6641080.067560154
0 155.21701982742238 26560637.636550847 344926.76072745223 492606.46580492513
3 155.21554867617667 601355.756967183 -15234555.9567901 -21757200.72329099
5 155.21682661223275 -18214586.45604219 -15666548.825122382 11340952.138422998
6 155.21997099515266 4340989.533766127 -18492795.340049684 -18574214.32091678
8 155.22379313960033 -6072529.068535276 -16900462.543270607 19578760.527568683
9 155.2258786135134 17712699.780615762 -17372354.029471394 -9502141.296416488
12 155.21906947323654 26379697.041063998 -1808421.221002561 2582693.1621249444
15 155.2238497385259 -3152867.79188863 -15130773.881597977 21608984.559469797
18 155.22909492975674 1727129.5696397796 -20518576.155485377 16787917.180573735
21 155.2314826973616 16678492.242953174 -19583482.622410588 6644111.08727671
0 156.22241833872155 26560549.17360152 347160.59459939395 495796.7111965317
3 156.2170449798732 605235.2116974815 -15234505.414573357 -21757128.541524887
6 156.22158720490341 4343650.238052902 -18490506.60292622 -18575870.7854352
8 156.2182840470109 -6069959.975171459 -16902982.032655515 19577382.142771836
9 156.2294710737468 17713588.403406005 -17369880.185284093 -9505006.863973089
12 156.22406666394969 26380158.879762284 -1806203.467297552 2579525.8815916907
15 156.2188252734335 -3149039.8127285554 -15131036.139932228 21609359.103187107
18 156.2249167482677 1729837.4054935502 -20516702.41964175 16789928.279626496
21 156.23229072359305 16679734.38412988 -19581398.136904337 6647135.859864357
0 157.2269806871991 26560460.213878088 349392.56319724245 498984.29270065995
3 157.21760536552097 609111.0281070191 -15234454.595036663 -21757055.963704858
6 157.22182375309697 4346307.1848947955 -18488220.62463992 -18577524.572712887
9 157.2310279555433 17714474.845484022 -17367410.987789884 -9507866.416314913
12 157.2280025745411 26380619.664927464 -1803988.0168058537 2576361.8903879365
18 157.21948944137532 1732541.8083109362 -20514830.602212377 16791936.50254685
19 157.21404516963733 18644399.361619808 12906037.432602195 13843759.51442678
21 157.23072609866952 16680973.226429828 -19579318.177474916 6650153.320406339
0 158.22986403956554 26560370.834160652 351620.793867373 502166.5358907687
3 158.217447863302 612984.0507170024 -15234403.487911467 -21756982.975165874
6 158.22091346602872 4348960.993046383 -18485936.874620315 -18579176.069166638
7 158.2196478603407 18212683.62701258 15674646.031078923 -11332816.691507451
9 158.23035773322758 17715358.93973112 -17364946.911586713 -9510719.407849427
12 158.230081434982 26381079.03377347 -1801776.625820951 2573203.69676072
19 158.21651031192064 18644145.863722853 12909036.602139361 13841304.356072525
21 158.2270207232717 16682209.059963716 -19577242.26388193 6653164.170642371
0 159.23048736419514 26560281.089581203 353843.99565609125 505341.59709391213
3 159.2169199924636 616855.625628185 -15234352.07596428 -21756909.551295977
6 159.21930631629044 4351612.857935776 -18483654.32544135 -18580826.019658584
7 159.22511823551798 18212045.69948491 15677356.643155117 -11330092.117179524
9 159.22780415964232 17716240.992564164 -17362487.111401856 -9513566.821144093
10 159.21738112259317 6062211.559341995 16910577.931005437 -19573222.83911754
12 159.22984961861397 26381536.7818555 -1799570.2956950776 2570052.7307892386
13 159.21584481369214 3137508.949627768 15131824.177159047 -21610484.536981832
19 159.21790663933535 18643892.238220867 12912032.298512977 13838851.519990575
21 159.22186496675914 16683442.742964802 -19575168.959927406 6656170.497597664
0 160.2287929203434 26560190.989201944 356062.0402782419 508509.2930999015
3 160.21641224818188 620727.2653949342 -15234300.339279639 -21756835.66365293
6 160.21753861241396 4354264.204132718 -18481371.751535237 -18582475.31096824
7 160.2290776392737 18211408.33986608 15680062.845501019 -11327371.39412207
9 160.22409250181278 17717121.64704118 -17360029.800389197 -9516410.727481447
10 160.22295096699315 6059613.326618824 16913124.04215856 -19571827.42431074
12 160.22741007316213 26381992.960101236 -1797368.799545346 2566908.668451149
13 160.2213517994002 3133640.183996263 15132087.917817315 -21610861.197677232
16 160.21617996993535 -1740690.0703238223 20509188.126022037 -16797985.22892233
19 160.21784069992034 18643638.586277034 12915023.345684068 13836401.971079677
21 160.2161197991635 16684675.344156248 -19573096.472619258 6659174.903411376
0 161.22528246968452 26560100.491236757 358276.04255230445 511671.21603452653
3 161.21627762410665 624600.3372857095 -15234248.259395579 -21756761.285870325
6 161.2161118959277 4356916.363670969 -18479088.006011285 -18584124.771606714
7 161.23098295602207 18210771.895043775 15682763.175864583 -11324655.9955263
9 161.22005850094502 17718001.64271868 -17357572.918090876 -9519253.5128736
10 161.22751085900313 6057017.573320819 16915667.23289131 -19570432.990691606
12 161.2233745917792 26382447.851464678 -1795170.7874821126 2563769.5819042474
13 161.22612404351491 3129774.1780248736 15132351.140698308 -21611237.118910052
16 161.2215890851567 -1743423.7906847766 20507294.16095783 -16800013.897095423
19 161.2162310326937 18643384.930348743 12918009.501157636 13833955.910274778
0 162.2207887090789 26560009.52242919 360487.85255065415 514830.00807496195
3 162.21677348610697 628475.8381289375 -15234195.82242005 -21756686.398108236
6 162.21541336644415 4359570.364728227 -18476802.202759597 -18585775.040488943
7 162.23072994599355 18210136.433700386 15685457.355353097 -11321946.205489468
9 162.21644365323826 17718881.634679925 -17355114.635357685 -9522097.29368358
10 162.23055747667323 6054425.600562676 16918206.23028344 -19569040.238535725
12 162.2186001888016 26382901.849322177 -1792974.3683247112 2560632.770262634
13 162.22967305366163 3125912.8115379307 15132613.718774373 -21611612.119265996
16 162.22584538263496 -1746154.3390990244 20505401.927380163 -16802039.878574852
0 163.21618838170144 26559918.003584534 362699.41818197654 517988.4511231144
3 163.21802589829377 632354.2561337659 -15234143.021072486 -21756610.989968963
6 163.21567435536787 4362226.821396543 -18474513.81168667 -18587426.498605646
7 163.22872220391992 18209501.701588903 15688146.47349897 -11319240.931548942
10 163.23184182892422 6051838.052452395 16920740.405786294 -19567649.51565365
13 163.2316794722662 3122057.3136907103 15132875.569820084 -21611986.081314996
16 163.2284167371903 -1748880.2688312533 20503512.429831397 -16804062.101337947
20 163.2149497241467 -8491930.594779242 -14302557.502796885 -20716010.01431552
23 163.2157180815945 -16688391.891126452 19566841.427727822 -6668238.139937646
3 164.2200098640283 636235.4943613659 -15234089.85594804 -21756535.062302455
6 164.21695138618992 4364885.883457443 -18472222.702362277 -18589079.238071635
7 164.22570295564557 18208867.22762873 15690832.534270076 -11316538.160085013
10 164.23147887566685 6049254.632621799 16923270.052143678 -19566260.664534267
13 164.23210973126922 3118207.8140394264 15133136.68656639 -21612358.994675756
16 164.22907908791964 -1751600.970816266 20501626.092985645 -16806080.11533403
20 164.21815200800154 -8489488.836324437 -14305420.16172031 -20715034.167366195
23 164.2179294857664 -16689632.934210356 19564750.687452555 -6671266.0207583895
3 165.2225403463647 640118.8359525297 -15234036.336243482 -21756458.62824307
6 165.21911784361708 4367547.214340134 -18469929.163430285 -18590733.048725042
7 165.2224927419149 18208232.490341615 15693517.74890683 -11313835.667137582
10 165.22991301391394 6046674.193195006 16925796.295415748 -19564873.06956067
13 165.23123904044982 3114363.2539883126 15133397.14222855 -21612730.963910516
16 165.2280219433029 -1754316.9604537166 20499742.5620181 -16808094.304644648
17 165.21579936926076 -18642364.81712271 -12929969.342948593 -13824154.00942477
20 165.22153930012112 -8487046.445786256 -14308283.042256111 -20714057.696895923
23 165.21827657563338 -16690871.313139461 19562663.41955482 -6674288.126984772
3 166.22527494290546 644002.954499674 -15233982.47987326 -21756381.71337529
6 166.22186253139995 4370209.9873770615 -18467633.906270757 -18592387.41611116
7 166.219799241635 18207597.038915474 15696204.023579506 -11311131.533990018
9 166.21406712664506 17722408.511685975 -17345248.009275053 -9533504.88027569
10 166.22775761523934 6044095.149321683 16928320.688471437 -19563485.87943356
13 166.2295538458108 3110521.762028561 15133657.06462973 -21613102.17156967
16 166.22578048679276 -1757029.6929391117 20497860.829765063 -16810105.749884307
17 166.2187794233875 -18642108.006430037 -12932967.847509356 -13821695.228605874
20 166.22458821332015 -8484604.697259156 -14311144.651076613 -20713081.112374112
23 166.21687641878134 -16692107.174735043 19560579.382067513 -6677304.812989595
3 167.2277381802959 647886.0081627099 -15233928.312408727 -21756304.354218785
6 167.2247016160575 4372872.917604994 -18465338.038017944 -18594041.541547243
7 167.2181331549138 18206960.54706742 15698892.733045872 -11308424.37541279
9 167.21661371934735 17723292.05704754 -17342772.676216267 -9536365.231169691
10 167.2256180258999 6041515.936580084 16930844.762999196 -19562098.252995558
13 167.22759827995603 3106681.244539763 15133916.595958443 -21613472.82071946
16 167.223043283981 -1759741.0403993675 20495979.598756097 -16812115.840032987
17 167.22033563542138 -18641851.16227368 -12935961.8192214 -13819239.643188102
20 167.22672157100283 -8482164.996172063 -14314003.342061572 -20712104.976601094
23 167.21422145513185 -16693341.130008493 19558497.54920403 -6680317.566966901



